image_id,fold
Train_97340,1
Train_97341,3
Train_97342,4
Train_97343,0
Train_97344,4
Train_97345,2
Train_97346,3
Train_97347,0
Train_97348,1
Train_97349,2
Train_97350,4
Train_97351,2
Train_97352,3
Train_97353,4
Train_97354,3
Train_97355,0
Train_97356,0
Train_97357,1
Train_97358,2
Train_97359,1
Train_97360,2
Train_97361,4
Train_97362,0
Train_97363,4
Train_97364,2
Train_97365,3
Train_97366,1
Train_97367,0
Train_97368,1
Train_97369,3
Train_97370,0
Train_97371,4
Train_97372,2
Train_97373,3
Train_97374,3
Train_97375,2
Train_97376,0
Train_97377,1
Train_97378,4
Train_97379,2
Train_97380,1
Train_97381,4
Train_97382,4
Train_97383,2
Train_97384,3
Train_97385,3
Train_97386,0
Train_97387,1
Train_97388,1
Train_97389,0
Train_97390,4
Train_97391,4
Train_97392,2
Train_97393,3
Train_97394,0
Train_97395,1
Train_97396,1
Train_97397,4
Train_97398,2
Train_97399,3
Train_97400,0
Train_97401,1
Train_97402,2
Train_97403,4
Train_97404,0
Train_97405,2
Train_97406,3
Train_97407,2
Train_97408,3
Train_97409,0
Train_97410,1
Train_97411,4
Train_97412,0
Train_97413,1
Train_97414,4
Train_97415,2
Train_97416,4
Train_97417,3
Train_97418,3
Train_97419,0
Train_97420,4
Train_97421,2
Train_97422,1
Train_97423,1
Train_97424,4
Train_97425,0
Train_97426,0
Train_97427,2
Train_97428,3
Train_97429,3
Train_97430,0
Train_97431,0
Train_97432,1
Train_97433,4
Train_97434,2
Train_97435,1
Train_97436,2
Train_97437,4
Train_97438,3
Train_97439,3
Train_97440,1
Train_97441,3
Train_97442,2
Train_97443,0
Train_97444,1
Train_97445,4
Train_97446,2
Train_97447,3
Train_97448,0
Train_97449,1
Train_97450,3
Train_97451,2
Train_97452,4
Train_97453,2
Train_97454,3
Train_97455,3
Train_97456,0
Train_97457,1
Train_97458,4
Train_97459,4
Train_97460,2
Train_97461,1
Train_97462,3
Train_97463,0
Train_97464,0
Train_97465,1
Train_97466,1
Train_97467,4
Train_97468,4
Train_97469,3
Train_97470,2
Train_97471,3
Train_97472,0
Train_97473,1
Train_97474,0
Train_97475,2
Train_97476,1
Train_97477,0
Train_97478,4
Train_97479,2
Train_97480,4
Train_97481,2
Train_97482,3
Train_97483,4
Train_97484,1
Train_97485,3
Train_97486,4
Train_97487,0
Train_97488,2
Train_97489,1
Train_97490,0
Train_97491,1
Train_97492,4
Train_97493,2
Train_97494,2
Train_97495,3
Train_97496,0
Train_97497,1
Train_97498,4
Train_97499,1
Train_97500,4
Train_97501,2
Train_97502,3
Train_97503,0
Train_97504,2
Train_97505,3
Train_97506,0
Train_97507,0
Train_97508,0
Train_97509,3
Train_97510,1
Train_97511,4
Train_97512,2
Train_97513,2
Train_97514,3
Train_97515,4
Train_97516,0
Train_97517,3
Train_97518,1
Train_97519,1
Train_97520,0
Train_97521,2
Train_97522,4
Train_97523,4
Train_97524,3
Train_97525,2
Train_97526,3
Train_97527,0
Train_97528,1
Train_97529,4
Train_97530,1
Train_97531,2
Train_97532,2
Train_97533,3
Train_97534,0
Train_97535,2
Train_97536,1
Train_97537,4
Train_97538,2
Train_97539,3
Train_97540,3
Train_97541,0
Train_97542,1
Train_97543,4
Train_97544,2
Train_97545,3
Train_97546,0
Train_97547,1
Train_97548,1
Train_97549,4
Train_97550,0
Train_97551,2
Train_97552,3
Train_97553,0
Train_97554,4
Train_97555,1
Train_97556,4
Train_97557,1
Train_97558,2
Train_97559,3
Train_97560,1
Train_97561,0
Train_97562,1
Train_97563,4
Train_97564,4
Train_97565,0
Train_97566,2
Train_97567,3
Train_97568,0
Train_97569,0
Train_97570,3
Train_97571,1
Train_97572,4
Train_97573,2
Train_97574,2
Train_97575,3
Train_97576,3
Train_97577,0
Train_97578,2
Train_97579,4
Train_97580,1
Train_97581,0
Train_97582,4
Train_97583,3
Train_97584,1
Train_97585,4
Train_97586,4
Train_97587,2
Train_97588,3
Train_97589,3
Train_97590,0
Train_97591,1
Train_97592,4
Train_97593,2
Train_97594,3
Train_97595,0
Train_97596,2
Train_97597,0
Train_97598,1
Train_97599,4
Train_97600,2
Train_97601,4
Train_97602,1
Train_97603,3
Train_97604,0
Train_97605,1
Train_97606,2
Train_97607,1
Train_97608,4
Train_97609,2
Train_97610,3
Train_97611,0
Train_97612,1
Train_97613,4
Train_97614,2
Train_97615,1
Train_97616,4
Train_97617,3
Train_97618,0
Train_97619,0
Train_97620,0
Train_97621,3
Train_97622,1
Train_97623,4
Train_97624,1
Train_97625,2
Train_97626,3
Train_97627,4
Train_97628,0
Train_97629,2
Train_97630,3
Train_97631,3
Train_97632,0
Train_97633,1
Train_97634,1
Train_97635,4
Train_97636,2
Train_97637,2
Train_97638,3
Train_97639,0
Train_97640,1
Train_97641,3
Train_97642,4
Train_97643,2
Train_97644,4
Train_97645,3
Train_97646,0
Train_97647,1
Train_97648,0
Train_97649,1
Train_97650,0
Train_97651,4
Train_97652,4
Train_97653,2
Train_97654,2
Train_97655,3
Train_97656,3
Train_97657,0
Train_97658,1
Train_97659,0
Train_97660,2
Train_97661,2
Train_97662,1
Train_97663,3
Train_97664,4
Train_97665,2
Train_97666,3
Train_97667,0
Train_97668,1
Train_97669,4
Train_97670,3
Train_97671,1
Train_97672,4
Train_97673,4
Train_97674,2
Train_97675,2
Train_97676,3
Train_97677,2
Train_97678,4
Train_97679,3
Train_97680,0
Train_97681,0
Train_97682,2
Train_97683,1
Train_97684,3
Train_97685,0
Train_97686,4
Train_97687,2
Train_97688,0
Train_97689,3
Train_97690,4
Train_97691,0
Train_97692,1
Train_97693,1
Train_97694,4
Train_97695,1
Train_97696,3
Train_97697,4
Train_97698,1
Train_97699,2
Train_97700,0
Train_97701,3
Train_97702,0
Train_97703,0
Train_97704,1
Train_97705,3
Train_97706,2
Train_97707,1
Train_97708,3
Train_97709,4
Train_97710,2
Train_97711,4
Train_97712,2
Train_97713,3
Train_97714,0
Train_97715,1
Train_97716,1
Train_97717,4
Train_97718,2
Train_97719,0
Train_97720,3
Train_97721,0
Train_97722,0
Train_97723,2
Train_97724,4
Train_97725,3
Train_97726,1
Train_97727,4
Train_97728,2
Train_97729,3
Train_97730,1
Train_97731,3
Train_97732,0
Train_97733,1
Train_97734,4
Train_97735,4
Train_97736,0
Train_97737,1
Train_97738,2
Train_97739,2
Train_97740,3
Train_97741,2
Train_97742,4
Train_97743,3
Train_97744,0
Train_97745,2
Train_97746,4
Train_97747,1
Train_97748,1
Train_97749,0
Train_97750,0
Train_97751,3
Train_97752,1
Train_97753,4
Train_97754,4
Train_97755,2
Train_97756,3
Train_97757,0
Train_97758,3
Train_97759,4
Train_97760,1
Train_97761,4
Train_97762,2
Train_97763,2
Train_97764,3
Train_97765,2
Train_97766,0
Train_97767,1
Train_97768,3
Train_97769,1
Train_97770,0
Train_97771,2
Train_97772,1
Train_97773,1
Train_97774,2
Train_97775,4
Train_97776,0
Train_97777,4
Train_97778,3
Train_97779,2
Train_97780,3
Train_97781,2
Train_97782,0
Train_97783,1
Train_97784,4
Train_97785,2
Train_97786,3
Train_97787,1
Train_97788,0
Train_97789,1
Train_97790,4
Train_97791,2
Train_97792,3
Train_97793,0
Train_97794,4
Train_97795,4
Train_97796,1
Train_97797,0
Train_97798,4
Train_97799,2
Train_97800,3
Train_97801,1
Train_97802,3
Train_97803,0
Train_97804,1
Train_97805,4
Train_97806,2
Train_97807,3
Train_97808,0
Train_97809,1
Train_97810,4
Train_97811,4
Train_97812,2
Train_97813,0
Train_97814,2
Train_97815,3
Train_97816,0
Train_97817,1
Train_97818,1
Train_97819,3
Train_97820,4
Train_97821,2
Train_97822,0
Train_97823,2
Train_97824,4
Train_97825,3
Train_97826,0
Train_97827,3
Train_97828,0
Train_97829,3
Train_97830,0
Train_97831,1
Train_97832,4
Train_97833,2
Train_97834,3
Train_97835,3
Train_97836,0
Train_97837,1
Train_97838,4
Train_97839,2
Train_97840,2
Train_97841,4
Train_97842,3
Train_97843,0
Train_97844,1
Train_97845,1
Train_97846,4
Train_97847,2
Train_97848,4
Train_97849,2
Train_97850,3
Train_97851,1
Train_97852,1
Train_97853,0
Train_97854,1
Train_97855,2
Train_97856,4
Train_97857,0
Train_97858,3
Train_97859,2
Train_97860,1
Train_97861,3
Train_97862,0
Train_97863,2
Train_97864,0
Train_97865,4
Train_97866,4
Train_97867,3
Train_97868,0
Train_97869,1
Train_97870,4
Train_97871,0
Train_97872,3
Train_97873,3
Train_97874,1
Train_97875,2
Train_97876,0
Train_97877,4
Train_97878,2
Train_97879,4
Train_97880,3
Train_97881,3
Train_97882,0
Train_97883,1
Train_97884,2
Train_97885,4
Train_97886,2
Train_97887,4
Train_97888,2
Train_97889,1
Train_97890,0
Train_97891,3
Train_97892,1
Train_97893,4
Train_97894,0
Train_97895,1
Train_97896,4
Train_97897,2
Train_97898,3
Train_97899,3
Train_97900,1
Train_97901,0
Train_97902,1
Train_97903,4
Train_97904,4
Train_97905,1
Train_97906,2
Train_97907,2
Train_97908,0
Train_97909,3
Train_97910,0
Train_97911,1
Train_97912,4
Train_97913,2
Train_97914,3
Train_97915,0
Train_97916,1
Train_97917,2
Train_97918,4
Train_97919,2
Train_97920,3
Train_97921,3
Train_97922,1
Train_97923,0
Train_97924,0
Train_97925,1
Train_97926,4
Train_97927,2
Train_97928,4
Train_97929,2
Train_97930,0
Train_97931,3
Train_97932,0
Train_97933,1
Train_97934,1
Train_97935,4
Train_97936,2
Train_97937,3
Train_97938,3
Train_97939,0
Train_97940,1
Train_97941,4
Train_97942,2
Train_97943,2
Train_97944,0
Train_97945,3
Train_97946,0
Train_97947,1
Train_97948,4
Train_97949,3
Train_97950,2
Train_97951,4
Train_97952,3
Train_97953,2
Train_97954,3
Train_97955,1
Train_97956,0
Train_97957,0
Train_97958,4
Train_97959,1
Train_97960,4
Train_97961,3
Train_97962,0
Train_97963,1
Train_97964,4
Train_97965,0
Train_97966,2
Train_97967,3
Train_97968,0
Train_97969,2
Train_97970,4
Train_97971,1
Train_97972,4
Train_97973,2
Train_97974,3
Train_97975,0
Train_97976,1
Train_97977,4
Train_97978,2
Train_97979,3
Train_97980,3
Train_97981,1
Train_97982,2
Train_97983,0
Train_97984,0
Train_97985,4
Train_97986,3
Train_97987,2
Train_97988,1
Train_97989,4
Train_97990,2
Train_97991,3
Train_97992,4
Train_97993,0
Train_97994,1
Train_97995,1
Train_97996,3
Train_97997,4
Train_97998,2
Train_97999,3
Train_98000,0
Train_98001,0
Train_98002,2
Train_98003,1
Train_98004,1
Train_98005,4
Train_98006,2
Train_98007,1
Train_98008,1
Train_98009,2
Train_98010,3
Train_98011,0
Train_98012,1
Train_98013,4
Train_98014,2
Train_98015,3
Train_98016,0
Train_98017,4
Train_98018,3
Train_98019,0
Train_98020,3
Train_98021,1
Train_98022,4
Train_98023,2
Train_98024,2
Train_98025,0
Train_98026,3
Train_98027,0
Train_98028,0
Train_98029,3
Train_98030,4
Train_98031,1
Train_98032,4
Train_98033,2
Train_98034,2
Train_98035,3
Train_98036,0
Train_98037,1
Train_98038,4
Train_98039,1
Train_98040,0
Train_98041,1
Train_98042,2
Train_98043,2
Train_98044,3
Train_98045,4
Train_98046,0
Train_98047,3
Train_98048,0
Train_98049,1
Train_98050,4
Train_98051,4
Train_98052,2
Train_98053,4
Train_98054,2
Train_98055,3
Train_98056,3
Train_98057,1
Train_98058,0
Train_98059,1
Train_98060,1
Train_98061,4
Train_98062,2
Train_98063,3
Train_98064,3
Train_98065,1
Train_98066,0
Train_98067,0
Train_98068,2
Train_98069,4
Train_98070,1
Train_98071,1
Train_98072,4
Train_98073,2
Train_98074,0
Train_98075,4
Train_98076,4
Train_98077,0
Train_98078,2
Train_98079,3
Train_98080,4
Train_98081,3
Train_98082,2
Train_98083,3
Train_98084,1
Train_98085,0
Train_98086,0
Train_98087,1
Train_98088,0
Train_98089,4
Train_98090,2
Train_98091,3
Train_98092,3
Train_98093,0
Train_98094,3
Train_98095,1
Train_98096,2
Train_98097,2
Train_98098,4
Train_98099,1
Train_98100,2
Train_98101,3
Train_98102,4
Train_98103,2
Train_98104,1
Train_98105,3
Train_98106,0
Train_98107,1
Train_98108,4
Train_98109,2
Train_98110,0
Train_98111,1
Train_98112,3
Train_98113,0
Train_98114,1
Train_98115,4
Train_98116,2
Train_98117,3
Train_98118,4
Train_98119,4
Train_98120,3
Train_98121,0
Train_98122,1
Train_98123,4
Train_98124,2
Train_98125,3
Train_98126,0
Train_98127,1
Train_98128,4
Train_98129,4
Train_98130,3
Train_98131,2
Train_98132,3
Train_98133,0
Train_98134,1
Train_98135,2
Train_98136,0
Train_98137,1
Train_98138,4
Train_98139,2
Train_98140,3
Train_98141,2
Train_98142,0
Train_98143,1
Train_98144,4
Train_98145,1
Train_98146,4
Train_98147,2
Train_98148,3
Train_98149,2
Train_98150,0
Train_98151,3
Train_98152,0
Train_98153,1
Train_98154,0
Train_98155,4
Train_98156,4
Train_98157,1
Train_98158,2
Train_98159,0
Train_98160,3
Train_98161,0
Train_98162,1
Train_98163,4
Train_98164,2
Train_98165,3
Train_98166,0
Train_98167,1
Train_98168,3
Train_98169,2
Train_98170,2
Train_98171,3
Train_98172,0
Train_98173,4
Train_98174,1
Train_98175,2
Train_98176,4
Train_98177,3
Train_98178,3
Train_98179,0
Train_98180,2
Train_98181,4
Train_98182,1
Train_98183,0
Train_98184,1
Train_98185,4
Train_98186,2
Train_98187,1
Train_98188,4
Train_98189,3
Train_98190,0
Train_98191,3
Train_98192,4
Train_98193,2
Train_98194,1
Train_98195,2
Train_98196,0
Train_98197,3
Train_98198,0
Train_98199,1
Train_98200,2
Train_98201,4
Train_98202,0
Train_98203,2
Train_98204,3
Train_98205,1
Train_98206,4
Train_98207,0
Train_98208,3
Train_98209,1
Train_98210,1
Train_98211,0
Train_98212,3
Train_98213,4
Train_98214,4
Train_98215,2
Train_98216,2
Train_98217,3
Train_98218,0
Train_98219,1
Train_98220,4
Train_98221,2
Train_98222,2
Train_98223,3
Train_98224,0
Train_98225,1
Train_98226,4
Train_98227,1
Train_98228,4
Train_98229,3
Train_98230,0
Train_98231,2
Train_98232,1
Train_98233,2
Train_98234,3
Train_98235,0
Train_98236,4
Train_98237,0
Train_98238,3
Train_98239,1
Train_98240,2
Train_98241,4
Train_98242,4
Train_98243,0
Train_98244,0
Train_98245,2
Train_98246,3
Train_98247,0
Train_98248,1
Train_98249,3
Train_98250,4
Train_98251,1
Train_98252,4
Train_98253,2
Train_98254,3
Train_98255,4
Train_98256,0
Train_98257,2
Train_98258,1
Train_98259,2
Train_98260,1
Train_98261,4
Train_98262,0
Train_98263,2
Train_98264,3
Train_98265,0
Train_98266,1
Train_98267,3
Train_98268,4
Train_98269,3
Train_98270,4
Train_98271,2
Train_98272,1
Train_98273,3
Train_98274,0
Train_98275,1
Train_98276,2
Train_98277,4
Train_98278,2
Train_98279,3
Train_98280,0
Train_98281,1
Train_98282,4
Train_98283,3
Train_98284,0
Train_98285,1
Train_98286,0
Train_98287,2
Train_98288,1
Train_98289,3
Train_98290,4
Train_98291,2
Train_98292,3
Train_98293,1
Train_98294,3
Train_98295,3
Train_98296,0
Train_98297,0
Train_98298,1
Train_98299,4
Train_98300,4
Train_98301,2
Train_98302,1
Train_98303,0
Train_98304,2
Train_98305,4
Train_98306,3
Train_98307,3
Train_98308,0
Train_98309,1
Train_98310,4
Train_98311,2
Train_98312,2
Train_98313,1
Train_98314,3
Train_98315,0
Train_98316,0
Train_98317,3
Train_98318,2
Train_98319,4
Train_98320,0
Train_98321,1
Train_98322,2
Train_98323,4
Train_98324,2
Train_98325,4
Train_98326,3
Train_98327,0
Train_98328,1
Train_98329,4
Train_98330,2
Train_98331,3
Train_98332,0
Train_98333,1
Train_98334,4
Train_98335,2
Train_98336,1
Train_98337,2
Train_98338,3
Train_98339,4
Train_98340,0
Train_98341,0
Train_98342,1
Train_98343,3
Train_98344,4
Train_98345,2
Train_98346,1
Train_98347,3
Train_98348,0
Train_98349,1
Train_98350,4
Train_98351,4
Train_98352,2
Train_98353,3
Train_98354,0
Train_98355,1
Train_98356,0
Train_98357,1
Train_98358,3
Train_98359,4
Train_98360,2
Train_98361,0
Train_98362,2
Train_98363,3
Train_98364,3
Train_98365,0
Train_98366,1
Train_98367,4
Train_98368,1
Train_98369,1
Train_98370,4
Train_98371,4
Train_98372,2
Train_98373,2
Train_98374,3
Train_98375,0
Train_98376,2
Train_98377,0
Train_98378,1
Train_98379,2
Train_98380,1
Train_98381,3
Train_98382,4
Train_98383,4
Train_98384,2
Train_98385,3
Train_98386,1
Train_98387,3
Train_98388,3
Train_98389,0
Train_98390,0
Train_98391,1
Train_98392,0
Train_98393,4
Train_98394,2
Train_98395,4
Train_98396,0
Train_98397,3
Train_98398,2
Train_98399,0
Train_98400,1
Train_98401,4
Train_98402,1
Train_98403,3
Train_98404,4
Train_98405,2
Train_98406,4
Train_98407,2
Train_98408,3
Train_98409,0
Train_98410,1
Train_98411,4
Train_98412,4
Train_98413,0
Train_98414,1
Train_98415,2
Train_98416,2
Train_98417,3
Train_98418,3
Train_98419,0
Train_98420,1
Train_98421,3
Train_98422,4
Train_98423,2
Train_98424,0
Train_98425,0
Train_98426,1
Train_98427,2
Train_98428,0
Train_98429,4
Train_98430,2
Train_98431,3
Train_98432,1
Train_98433,3
Train_98434,3
Train_98435,2
Train_98436,2
Train_98437,0
Train_98438,1
Train_98439,1
Train_98440,4
Train_98441,4
Train_98442,2
Train_98443,3
Train_98444,0
Train_98445,4
Train_98446,3
Train_98447,1
Train_98448,4
Train_98449,1
Train_98450,2
Train_98451,4
Train_98452,1
Train_98453,0
Train_98454,0
Train_98455,3
Train_98456,2
Train_98457,2
Train_98458,2
Train_98459,0
Train_98460,3
Train_98461,0
Train_98462,1
Train_98463,4
Train_98464,0
Train_98465,3
Train_98466,1
Train_98467,4
Train_98468,2
Train_98469,1
Train_98470,3
Train_98471,0
Train_98472,0
Train_98473,1
Train_98474,3
Train_98475,4
Train_98476,4
Train_98477,2
Train_98478,3
Train_98479,2
Train_98480,3
Train_98481,0
Train_98482,2
Train_98483,1
Train_98484,4
Train_98485,4
Train_98486,2
Train_98487,0
Train_98488,3
Train_98489,4
Train_98490,1
Train_98491,0
Train_98492,3
Train_98493,1
Train_98494,4
Train_98495,2
Train_98496,3
Train_98497,2
Train_98498,1
Train_98499,0
Train_98500,0
Train_98501,1
Train_98502,3
Train_98503,4
Train_98504,4
Train_98505,2
Train_98506,0
Train_98507,3
Train_98508,3
Train_98509,0
Train_98510,2
Train_98511,1
Train_98512,4
Train_98513,1
Train_98514,3
Train_98515,0
Train_98516,1
Train_98517,4
Train_98518,2
Train_98519,3
Train_98520,0
Train_98521,1
Train_98522,1
Train_98523,4
Train_98524,2
Train_98525,4
Train_98526,0
Train_98527,3
Train_98528,0
Train_98529,1
Train_98530,4
Train_98531,2
Train_98532,2
Train_98533,3
Train_98534,4
Train_98535,0
Train_98536,0
Train_98537,1
Train_98538,1
Train_98539,2
Train_98540,4
Train_98541,2
Train_98542,3
Train_98543,3
Train_98544,0
Train_98545,3
Train_98546,1
Train_98547,2
Train_98548,4
Train_98549,4
Train_98550,1
Train_98551,1
Train_98552,0
Train_98553,4
Train_98554,4
Train_98555,2
Train_98556,3
Train_98557,0
Train_98558,1
Train_98559,2
Train_98560,4
Train_98561,0
Train_98562,1
Train_98563,2
Train_98564,2
Train_98565,3
Train_98566,3
Train_98567,0
Train_98568,4
Train_98569,3
Train_98570,1
Train_98571,4
Train_98572,2
Train_98573,1
Train_98574,3
Train_98575,0
Train_98576,0
Train_98577,1
Train_98578,2
Train_98579,4
Train_98580,3
Train_98581,2
Train_98582,4
Train_98583,3
Train_98584,2
Train_98585,0
Train_98586,3
Train_98587,1
Train_98588,0
Train_98589,4
Train_98590,2
Train_98591,2
Train_98592,3
Train_98593,1
Train_98594,0
Train_98595,0
Train_98596,0
Train_98597,1
Train_98598,3
Train_98599,1
Train_98600,4
Train_98601,4
Train_98602,2
Train_98603,3
Train_98604,0
Train_98605,1
Train_98606,2
Train_98607,4
Train_98608,4
Train_98609,2
Train_98610,0
Train_98611,3
Train_98612,1
Train_98613,4
Train_98614,0
Train_98615,1
Train_98616,4
Train_98617,2
Train_98618,3
Train_98619,3
Train_98620,2
Train_98621,1
Train_98622,0
Train_98623,2
Train_98624,3
Train_98625,1
Train_98626,4
Train_98627,3
Train_98628,0
Train_98629,1
Train_98630,4
Train_98631,2
Train_98632,1
Train_98633,2
Train_98634,3
Train_98635,3
Train_98636,4
Train_98637,0
Train_98638,4
Train_98639,3
Train_98640,0
Train_98641,2
Train_98642,1
Train_98643,1
Train_98644,4
Train_98645,2
Train_98646,0
Train_98647,2
Train_98648,3
Train_98649,1
Train_98650,4
Train_98651,0
Train_98652,0
Train_98653,3
Train_98654,1
Train_98655,1
Train_98656,4
Train_98657,2
Train_98658,3
Train_98659,0
Train_98660,2
Train_98661,1
Train_98662,4
Train_98663,2
Train_98664,3
Train_98665,0
Train_98666,4
Train_98667,3
Train_98668,1
Train_98669,4
Train_98670,2
Train_98671,2
Train_98672,3
Train_98673,1
Train_98674,0
Train_98675,0
Train_98676,1
Train_98677,4
Train_98678,4
Train_98679,0
Train_98680,2
Train_98681,3
Train_98682,0
Train_98683,1
Train_98684,3
Train_98685,1
Train_98686,4
Train_98687,4
Train_98688,2
Train_98689,2
Train_98690,3
Train_98691,3
Train_98692,3
Train_98693,0
Train_98694,0
Train_98695,4
Train_98696,1
Train_98697,2
Train_98698,4
Train_98699,1
Train_98700,2
Train_98701,3
Train_98702,3
Train_98703,0
Train_98704,4
Train_98705,2
Train_98706,0
Train_98707,1
Train_98708,2
Train_98709,1
Train_98710,4
Train_98711,2
Train_98712,3
Train_98713,0
Train_98714,4
Train_98715,1
Train_98716,0
Train_98717,0
Train_98718,1
Train_98719,4
Train_98720,2
Train_98721,3
Train_98722,3
Train_98723,3
Train_98724,0
Train_98725,1
Train_98726,4
Train_98727,1
Train_98728,4
Train_98729,4
Train_98730,0
Train_98731,2
Train_98732,3
Train_98733,2
Train_98734,0
Train_98735,0
Train_98736,1
Train_98737,2
Train_98738,1
Train_98739,2
Train_98740,4
Train_98741,2
Train_98742,1
Train_98743,0
Train_98744,3
Train_98745,0
Train_98746,1
Train_98747,4
Train_98748,2
Train_98749,3
Train_98750,3
Train_98751,0
Train_98752,4
Train_98753,4
Train_98754,2
Train_98755,1
Train_98756,1
Train_98757,0
Train_98758,3
Train_98759,4
Train_98760,2
Train_98761,3
Train_98762,0
Train_98763,1
Train_98764,0
Train_98765,3
Train_98766,3
Train_98767,4
Train_98768,1
Train_98769,2
Train_98770,2
Train_98771,4
Train_98772,1
Train_98773,2
Train_98774,3
Train_98775,0
Train_98776,1
Train_98777,4
Train_98778,4
Train_98779,2
Train_98780,3
Train_98781,0
Train_98782,1
Train_98783,2
Train_98784,3
Train_98785,4
Train_98786,4
Train_98787,2
Train_98788,3
Train_98789,3
Train_98790,0
Train_98791,0
Train_98792,3
Train_98793,1
Train_98794,1
Train_98795,0
Train_98796,0
Train_98797,1
Train_98798,4
Train_98799,2
Train_98800,3
Train_98801,4
Train_98802,2
Train_98803,1
Train_98804,0
Train_98805,3
Train_98806,0
Train_98807,1
Train_98808,4
Train_98809,4
Train_98810,2
Train_98811,4
Train_98812,2
Train_98813,3
Train_98814,3
Train_98815,0
Train_98816,0
Train_98817,1
Train_98818,1
Train_98819,4
Train_98820,2
Train_98821,4
Train_98822,3
Train_98823,0
Train_98824,2
Train_98825,2
Train_98826,1
Train_98827,3
Train_98828,4
Train_98829,0
Train_98830,2
Train_98831,3
Train_98832,0
Train_98833,2
Train_98834,1
Train_98835,2
Train_98836,1
Train_98837,0
Train_98838,4
Train_98839,2
Train_98840,3
Train_98841,0
Train_98842,1
Train_98843,3
Train_98844,4
Train_98845,2
Train_98846,3
Train_98847,0
Train_98848,1
Train_98849,4
Train_98850,4
Train_98851,2
Train_98852,3
Train_98853,0
Train_98854,1
Train_98855,4
Train_98856,2
Train_98857,1
Train_98858,3
Train_98859,0
Train_98860,4
Train_98861,3
Train_98862,1
Train_98863,1
Train_98864,2
Train_98865,4
Train_98866,0
Train_98867,3
Train_98868,4
Train_98869,2
Train_98870,0
Train_98871,3
Train_98872,2
Train_98873,0
Train_98874,3
Train_98875,1
Train_98876,4
Train_98877,1
Train_98878,0
Train_98879,4
Train_98880,2
Train_98881,3
Train_98882,0
Train_98883,4
Train_98884,1
Train_98885,4
Train_98886,2
Train_98887,3
Train_98888,0
Train_98889,1
Train_98890,0
Train_98891,4
Train_98892,2
Train_98893,1
Train_98894,4
Train_98895,3
Train_98896,0
Train_98897,2
Train_98898,3
Train_98899,1
Train_98900,0
Train_98901,4
Train_98902,1
Train_98903,3
Train_98904,2
Train_98905,0
Train_98906,3
Train_98907,2
Train_98908,0
Train_98909,1
Train_98910,1
Train_98911,4
Train_98912,2
Train_98913,4
Train_98914,3
Train_98915,1
Train_98916,3
Train_98917,2
Train_98918,4
Train_98919,2
Train_98920,0
Train_98921,0
Train_98922,1
Train_98923,3
Train_98924,4
Train_98925,1
Train_98926,4
Train_98927,2
Train_98928,0
Train_98929,3
Train_98930,3
Train_98931,2
Train_98932,3
Train_98933,0
Train_98934,1
Train_98935,1
Train_98936,4
Train_98937,2
Train_98938,3
Train_98939,0
Train_98940,1
Train_98941,0
Train_98942,2
Train_98943,4
Train_98944,2
Train_98945,3
Train_98946,1
Train_98947,0
Train_98948,4
Train_98949,1
Train_98950,3
Train_98951,4
Train_98952,2
Train_98953,4
Train_98954,1
Train_98955,0
Train_98956,2
Train_98957,1
Train_98958,3
Train_98959,4
Train_98960,3
Train_98961,0
Train_98962,1
Train_98963,0
Train_98964,4
Train_98965,2
Train_98966,2
Train_98967,3
Train_98968,3
Train_98969,0
Train_98970,1
Train_98971,4
Train_98972,0
Train_98973,0
Train_98974,2
Train_98975,3
Train_98976,3
Train_98977,1
Train_98978,0
Train_98979,4
Train_98980,4
Train_98981,1
Train_98982,4
Train_98983,2
Train_98984,1
Train_98985,3
Train_98986,0
Train_98987,2
Train_98988,2
Train_98989,1
Train_98990,4
Train_98991,0
Train_98992,1
Train_98993,2
Train_98994,4
Train_98995,3
Train_98996,2
Train_98997,1
Train_98998,0
Train_98999,1
Train_99000,3
Train_99001,4
Train_99002,2
Train_99003,4
Train_99004,3
Train_99005,0
Train_99006,3
Train_99007,1
Train_99008,1
Train_99009,4
Train_99010,2
Train_99011,2
Train_99012,0
Train_99013,3
Train_99014,0
Train_99015,0
Train_99016,1
Train_99017,3
Train_99018,4
Train_99019,2
Train_99020,4
Train_99021,2
Train_99022,0
Train_99023,3
Train_99024,0
Train_99025,1
Train_99026,3
Train_99027,1
Train_99028,0
Train_99029,4
Train_99030,1
Train_99031,2
Train_99032,2
Train_99033,4
Train_99034,3
Train_99035,3
Train_99036,2
Train_99037,0
Train_99038,2
Train_99039,0
Train_99040,1
Train_99041,4
Train_99042,1
Train_99043,4
Train_99044,2
Train_99045,3
Train_99046,4
Train_99047,3
Train_99048,4
Train_99049,0
Train_99050,1
Train_99051,1
Train_99052,2
Train_99053,4
Train_99054,3
Train_99055,0
Train_99056,0
Train_99057,2
Train_99058,3
Train_99059,1
Train_99060,3
Train_99061,2
Train_99062,0
Train_99063,1
Train_99064,4
Train_99065,3
Train_99066,4
Train_99067,2
Train_99068,3
Train_99069,0
Train_99070,1
Train_99071,4
Train_99072,2
Train_99073,3
Train_99074,0
Train_99075,1
Train_99076,1
Train_99077,4
Train_99078,2
Train_99079,3
Train_99080,0
Train_99081,3
Train_99082,0
Train_99083,1
Train_99084,4
Train_99085,4
Train_99086,1
Train_99087,2
Train_99088,2
