,fold
106504,train
106505,train
106506,train
106507,train
106508,train
106509,train
106510,train
106511,train
106512,train
106513,train
106514,train
106515,train
106516,train
106517,train
106518,train
106519,train
106520,train
106521,train
106522,train
106523,train
106524,valid
106525,valid
106526,train
106527,train
106528,train
106529,train
106530,train
106531,train
106532,train
106533,train
106534,train
106535,train
106536,train
106537,train
106538,train
106539,train
106540,train
106541,train
106542,train
106543,train
106544,train
106545,train
106546,train
106547,train
106548,train
106549,train
106550,train
106551,train
106552,valid
106553,train
106554,train
106555,train
106556,train
106557,train
106558,train
106559,train
106560,train
106561,train
106562,train
106563,train
106564,train
106565,train
106566,train
106567,train
106568,train
106569,train
106570,train
106571,train
106572,train
106573,train
106574,valid
106575,train
106576,train
106577,train
106578,train
106579,valid
106580,train
106581,valid
106582,train
106583,train
106584,train
106585,train
106586,train
106587,train
106588,train
106589,train
106590,train
106591,valid
106592,train
106593,valid
106594,train
106595,valid
106596,train
106597,train
106598,train
106599,train
106600,train
106601,train
106602,valid
106603,valid
106604,train
106605,train
106606,train
106607,valid
106608,train
106609,valid
106610,train
106611,valid
106612,train
106613,train
106614,train
106615,train
106616,train
106617,train
106618,train
106619,train
106620,train
106621,train
106622,train
106623,train
106624,valid
106625,train
106626,train
106627,train
106628,train
106629,train
106630,train
106631,train
106632,train
106633,train
106634,train
106635,train
106636,train
106637,train
106638,train
106639,valid
106640,valid
106641,train
106642,valid
106643,train
106644,train
106645,valid
106646,train
106647,train
106648,valid
106649,train
106650,train
106651,train
106652,train
106653,train
106654,train
106655,train
106656,train
106657,train
106658,train
106659,train
106660,train
106661,train
106662,train
106663,train
106664,train
106665,train
106666,train
106667,valid
106668,train
106669,train
106670,train
106671,train
106672,train
106673,train
106674,valid
106675,train
106676,train
106677,train
106678,train
106679,train
106680,train
106681,train
106682,train
106683,train
106684,train
106685,train
106686,train
106687,train
106688,train
106689,train
106690,train
106691,train
106692,train
106693,train
106694,train
106695,train
106696,train
106697,train
106698,valid
106699,train
106700,valid
106701,train
106702,train
106703,train
106704,train
106705,train
106706,train
106707,train
106708,valid
106709,train
106710,train
106711,train
106712,train
106713,train
106714,train
106715,train
106716,valid
106717,train
106718,train
106719,train
106720,valid
106721,train
106722,train
106723,train
106724,train
106725,train
106726,train
106727,train
106728,train
106729,train
106730,train
106731,train
106732,train
106733,train
106734,train
106735,train
106736,train
106737,train
106738,valid
106739,train
106740,valid
106741,train
106742,train
106743,train
106744,train
106745,train
106746,train
106747,train
106748,train
106749,train
106750,train
106751,train
106752,train
106753,train
106754,train
106755,train
106756,train
106757,train
106758,train
106759,train
106760,train
106761,train
106762,valid
106763,train
106764,train
106765,train
106766,train
106767,train
106768,train
106769,train
106770,train
106771,train
106772,train
106773,train
106774,train
106775,train
106776,train
106777,train
106778,train
106779,train
106780,train
106781,valid
106782,train
106783,train
106784,train
106785,train
106786,train
106787,train
106788,train
106789,valid
106790,train
106791,valid
106792,train
106793,train
106794,train
106795,train
106796,valid
106797,train
106798,train
106799,train
106800,valid
106801,train
106802,train
106803,train
106804,train
106805,valid
106806,train
106807,train
106808,train
106809,train
106810,train
106811,train
106812,train
106813,train
106814,train
106815,valid
106816,train
106817,train
106818,train
106819,train
106820,train
106821,train
106822,valid
106823,train
106824,valid
106825,train
106826,train
106827,train
106828,train
106829,train
106830,train
106831,train
106832,train
106833,train
106834,train
106835,valid
106836,train
106837,train
106838,train
106839,train
106840,train
106841,train
106842,train
106843,train
106844,valid
106845,train
106846,train
106847,train
106848,valid
106849,train
106850,valid
106851,train
106852,train
106853,train
106854,train
106855,train
106856,train
106857,train
106858,train
106859,valid
106860,train
106861,train
106862,train
106863,train
106864,train
106865,train
106866,train
106867,train
106868,train
106869,train
106870,train
106871,train
106872,train
106873,train
106874,train
106875,train
106876,train
106877,train
106878,train
106879,train
106880,train
106881,train
106882,train
106883,train
106884,train
106885,train
106886,train
106887,valid
106888,train
106889,train
106890,valid
106891,train
106892,train
106893,train
106894,train
106895,train
106896,valid
106897,train
106898,train
106899,train
106900,valid
106901,train
106902,train
106903,train
106904,train
106905,train
106906,train
106907,valid
106908,train
106909,train
106910,train
106911,train
106912,train
106913,train
106914,train
106915,valid
106916,train
106917,train
106918,train
106919,train
106920,train
106921,train
106922,train
106923,train
106924,train
106925,train
106926,train
106927,train
106928,train
106929,train
106930,train
106931,train
106932,train
106933,train
106934,train
106935,train
106936,train
106937,train
106938,train
106939,train
106940,train
106941,train
106942,train
106943,valid
106944,train
106945,train
106946,train
106947,train
106948,train
106949,train
106950,train
106951,train
106952,train
106953,train
106954,train
106955,train
106956,train
106957,train
106958,valid
106959,train
106960,train
106961,train
106962,train
106963,train
106964,train
106965,train
106966,train
106967,train
106968,train
106969,train
106970,train
106971,train
106972,train
106973,train
106974,train
106975,train
106976,train
106977,train
106978,train
106979,train
106980,train
106981,train
106982,train
106983,valid
106984,train
106985,train
106986,train
106987,train
106988,train
106989,train
106990,train
106991,train
106992,train
106993,train
106994,train
106995,train
106996,train
106997,train
106998,train
106999,train
107000,train
107001,train
107002,train
107003,train
107004,train
107005,train
107006,train
107007,train
107008,train
107009,train
107010,train
107011,train
107012,train
107013,train
107014,train
107015,valid
107016,valid
107017,train
107018,train
107019,train
107020,train
107021,train
107022,train
107023,valid
107024,train
107025,train
107026,valid
107027,train
107028,train
107029,train
107030,train
107031,train
107032,train
107033,train
107034,valid
107035,train
107036,train
107037,train
107038,train
107039,train
107040,train
107041,train
107042,train
107043,valid
107044,train
107045,train
107046,train
107047,train
107048,train
107049,train
107050,train
107051,train
107052,train
107053,train
107054,train
107055,train
107056,train
107057,train
107058,train
107059,train
107060,train
107061,train
107062,train
107063,train
107064,valid
107065,train
107066,train
107067,train
107068,train
107069,train
107070,train
107071,train
107072,train
107073,train
107074,train
107075,train
107076,train
107077,train
107078,train
107079,train
107080,train
107081,train
107082,train
107083,train
107084,train
107085,train
107086,valid
107087,train
107088,train
107089,train
107090,valid
107091,train
107092,train
107093,train
107094,train
107095,train
107096,train
107097,train
107098,train
107099,valid
107100,train
107101,train
107102,train
107103,train
107104,train
107105,train
107106,valid
107107,train
107108,train
107109,train
107110,train
107111,train
107112,train
107113,train
107114,train
107115,train
107116,train
107117,train
107118,valid
107119,train
107120,train
107121,train
107122,train
107123,train
107124,train
107125,train
107126,train
107127,valid
107128,train
107129,train
107130,valid
107131,train
107132,train
107133,train
107134,train
107135,train
107136,train
107137,train
107138,train
107139,train
107140,train
107141,train
107142,train
107143,train
107144,train
107145,train
107146,train
107147,train
107148,train
107149,train
107150,train
107151,train
107152,train
107153,train
107154,train
107155,train
107156,train
107157,train
107158,train
107159,train
107160,train
107161,train
107162,train
107163,train
107164,train
107165,train
107166,train
107167,train
107168,train
107169,valid
107170,train
107171,train
107172,train
107173,train
107174,train
107175,train
107176,train
107177,train
107178,train
107179,train
107180,train
107181,train
107182,valid
107183,train
107184,train
107185,train
107186,train
107187,train
107188,train
107189,train
107190,train
107191,train
107192,train
107193,train
107194,valid
107195,train
107196,train
107197,train
107198,train
107199,train
107200,train
107201,train
107202,train
107203,train
107204,train
107205,train
107206,train
107207,train
107208,train
107209,train
107210,train
107211,train
107212,train
107213,train
107214,train
107215,valid
107216,train
107217,train
107218,train
107219,train
107220,train
107221,train
107222,train
107223,train
107224,train
107225,train
107226,train
107227,train
107228,valid
107229,train
107230,train
107231,train
107232,train
107233,train
107234,train
107235,train
107236,train
107237,train
107238,train
107239,train
107240,train
107241,valid
107242,train
107243,train
107244,train
107245,train
107246,train
107247,valid
107248,train
107249,valid
107250,train
107251,train
107252,train
107253,train
107254,train
107255,train
107256,valid
107257,train
107258,train
107259,train
107260,train
107261,train
107262,train
107263,train
107264,train
107265,train
107266,train
107267,train
107268,train
107269,train
107270,train
107271,train
107272,train
107273,train
107274,valid
107275,train
107276,train
107277,train
107278,train
107279,train
107280,train
107281,train
107282,train
107283,train
107284,train
107285,train
107286,train
107287,train
107288,train
107289,train
107290,train
107291,train
107292,train
107293,train
107294,train
107295,train
107296,train
107297,train
107298,train
107299,train
107300,train
107301,valid
107302,valid
107303,train
107304,train
107305,train
107306,train
107307,train
107308,train
107309,train
107310,train
107311,train
107312,train
107313,train
107314,train
107315,train
107316,train
107317,train
107318,train
107319,train
107320,train
107321,train
107322,train
107323,train
107324,train
107325,train
107326,train
107327,train
107328,train
107329,train
107330,train
107331,train
107332,train
107333,train
107334,train
107335,train
107336,train
107337,train
107338,train
107339,valid
107340,train
107341,train
107342,train
107343,train
107344,train
107345,train
107346,train
107347,train
107348,train
107349,train
107350,train
107351,train
107352,train
107353,train
107354,train
107355,train
107356,train
107357,train
107358,train
107359,train
107360,train
107361,train
107362,valid
107363,train
107364,train
107365,train
107366,train
107367,valid
107368,train
107369,train
107370,train
107371,train
107372,train
107373,train
107374,train
107375,train
107376,train
107377,train
107378,train
107379,train
107380,train
107381,train
107382,train
107383,train
107384,train
107385,train
107386,train
107387,valid
107388,train
107389,train
107390,train
107391,train
107392,train
107393,train
107394,train
107395,train
107396,valid
107397,train
107398,train
107399,train
107400,train
107401,train
107402,train
107403,train
107404,train
107405,train
107406,train
107407,train
107408,train
107409,valid
107410,train
107411,train
107412,train
107413,train
107414,train
107415,train
107416,train
107417,train
107418,train
107419,train
107420,train
107421,train
107422,train
107423,train
107424,train
107425,train
107426,train
107427,train
107428,train
107429,train
107430,train
107431,train
107432,train
107433,train
107434,train
107435,train
107436,train
107437,train
107438,train
107439,train
107440,train
107441,train
107442,train
107443,train
107444,train
107445,valid
107446,train
107447,train
107448,train
107449,train
107450,train
107451,train
107452,valid
107453,train
107454,train
107455,train
107456,train
107457,train
107458,train
107459,train
107460,train
107461,train
107462,valid
107463,train
107464,train
107465,train
107466,train
107467,train
107468,train
107469,valid
107470,train
107471,train
107472,train
107473,train
107474,train
107475,train
107476,train
107477,train
107478,train
107479,train
107480,valid
107481,train
107482,train
107483,train
107484,train
107485,train
107486,valid
107487,train
107488,train
107489,train
107490,train
107491,train
107492,valid
107493,train
107494,train
107495,train
107496,train
107497,train
107498,train
107499,train
107500,train
107501,train
107502,train
107503,train
107504,train
107505,valid
107506,train
107507,train
107508,valid
107509,train
107510,train
107511,train
107512,train
107513,valid
107514,train
107515,train
107516,train
107517,train
107518,train
107519,train
107520,train
107521,train
107522,train
107523,train
107524,train
107525,train
107526,train
107527,train
107528,train
107529,train
107530,train
107531,train
107532,train
107533,train
107534,train
107535,train
107536,train
107537,train
107538,train
107539,train
107540,train
107541,train
107542,train
107543,valid
107544,train
107545,train
107546,train
107547,train
107548,train
107549,train
107550,train
107551,train
107552,train
107553,train
107554,train
107555,train
107556,train
107557,train
107558,train
107559,train
107560,train
107561,valid
107562,train
107563,train
107564,train
107565,train
107566,train
107567,train
107568,train
107569,train
107570,train
107571,train
107572,train
107573,train
107574,train
107575,train
107576,train
107577,train
107578,train
107579,train
107580,train
107581,train
107582,train
107583,train
107584,train
107585,train
107586,train
107587,train
107588,train
107589,train
107590,train
107591,train
107592,train
107593,train
107594,train
107595,valid
107596,train
107597,train
107598,train
107599,train
107600,train
107601,train
107602,train
107603,train
107604,train
107605,train
107606,train
107607,valid
107608,train
107609,train
107610,train
107611,train
107612,train
107613,train
107614,train
107615,train
107616,train
107617,train
107618,train
107619,train
107620,train
107621,train
107622,train
107623,train
107624,train
107625,valid
107626,train
107627,train
107628,train
107629,train
107630,train
107631,train
107632,train
107633,train
107634,train
107635,train
107636,train
107637,train
107638,train
107639,train
107640,train
107641,valid
107642,train
107643,train
107644,train
107645,valid
107646,train
107647,train
107648,train
107649,train
107650,train
107651,train
107652,train
107653,train
107654,train
107655,train
107656,train
107657,train
107658,train
107659,train
107660,train
107661,train
107662,train
107663,train
107664,train
107665,train
107666,train
107667,train
107668,train
107669,train
107670,valid
107671,train
107672,valid
107673,valid
107674,valid
107675,train
107676,train
107677,train
107678,train
107679,train
107680,train
107681,train
107682,train
107683,train
107684,train
107685,train
107686,train
107687,valid
107688,train
107689,train
107690,train
107691,train
107692,train
107693,train
107694,train
107695,train
107696,train
107697,train
107698,train
107699,valid
107700,train
107701,train
107702,train
107703,train
107704,train
107705,train
107706,train
107707,valid
107708,train
107709,train
107710,valid
107711,train
107712,train
107713,valid
107714,train
107715,train
107716,train
107717,train
107718,train
107719,train
107720,train
107721,train
107722,train
107723,valid
107724,train
107725,train
107726,train
107727,train
107728,train
107729,train
107730,train
107731,valid
107732,train
107733,train
107734,train
107735,train
107736,train
107737,train
107738,train
107739,train
107740,train
107741,train
107742,train
107743,train
107744,train
107745,train
107746,train
107747,train
107748,train
107749,train
107750,train
107751,train
107752,train
107753,train
107754,train
107755,valid
107756,train
107757,train
107758,valid
107759,train
107760,train
107761,train
107762,train
107763,valid
107764,train
107765,train
107766,train
107767,train
107768,train
107769,train
107770,valid
107771,train
107772,train
107773,train
107774,train
107775,valid
107776,train
107777,train
107778,valid
107779,valid
107780,train
107781,train
107782,train
107783,train
107784,train
107785,train
107786,train
107787,train
107788,train
107789,train
107790,train
107791,train
107792,train
107793,train
107794,train
107795,train
107796,train
107797,train
107798,train
107799,train
107800,train
107801,train
107802,train
107803,train
107804,train
107805,valid
107806,train
107807,train
107808,train
107809,train
107810,valid
107811,train
107812,train
107813,train
107814,train
107815,valid
107816,train
107817,train
107818,train
107819,train
107820,train
107821,train
107822,train
107823,train
107824,train
107825,train
107826,train
107827,train
107828,train
107829,train
107830,train
107831,train
107832,train
107833,train
107834,valid
107835,train
107836,train
107837,train
107838,train
107839,train
107840,train
107841,train
107842,train
107843,train
107844,train
107845,valid
107846,train
107847,train
107848,train
107849,train
107850,train
107851,train
107852,train
107853,train
107854,train
107855,train
107856,valid
107857,train
107858,train
107859,train
107860,train
107861,valid
107862,train
107863,train
107864,train
107865,train
107866,train
107867,train
107868,train
107869,train
107870,train
107871,train
107872,train
107873,train
107874,train
107875,valid
107876,train
107877,train
107878,train
107879,train
107880,train
107881,train
107882,train
107883,train
107884,train
107885,train
107886,train
107887,train
107888,train
107889,train
107890,train
107891,train
107892,train
107893,train
107894,train
107895,valid
107896,valid
107897,valid
107898,train
107899,valid
107900,train
107901,train
107902,train
107903,train
107904,train
107905,train
107906,valid
107907,train
107908,train
107909,train
107910,train
107911,train
107912,train
107913,train
107914,valid
107915,train
107916,train
107917,train
107918,train
107919,train
107920,train
107921,train
107922,train
107923,train
107924,train
107925,train
107926,train
107927,train
107928,train
107929,train
107930,train
107931,valid
107932,train
107933,train
107934,train
107935,train
107936,train
107937,train
107938,train
107939,train
107940,train
107941,train
107942,train
107943,train
107944,train
107945,train
107946,train
107947,train
107948,train
107949,valid
107950,train
107951,train
107952,train
107953,train
107954,train
107955,train
107956,train
107957,train
107958,train
107959,train
107960,train
107961,train
107962,train
107963,train
107964,valid
107965,train
107966,train
107967,train
107968,train
107969,train
107970,train
107971,train
107972,train
107973,train
107974,train
107975,train
107976,train
107977,train
107978,valid
107979,train
107980,train
107981,train
107982,train
107983,train
107984,train
107985,train
107986,train
107987,train
107988,train
107989,valid
107990,train
107991,train
107992,train
107993,train
107994,train
107995,valid
107996,valid
107997,train
107998,train
107999,train
108000,train
108001,train
108002,train
108003,train
108004,train
108005,train
108006,train
108007,train
108008,train
108009,train
108010,valid
108011,train
108012,train
108013,train
108014,train
108015,train
108016,train
108017,train
108018,valid
108019,train
108020,train
108021,train
108022,train
108023,valid
108024,train
108025,train
108026,train
108027,train
108028,train
108029,train
108030,train
108031,train
108032,train
108033,valid
108034,train
108035,valid
108036,train
108037,train
108038,train
108039,train
108040,train
108041,train
108042,train
108043,train
108044,train
108045,train
108046,valid
108047,valid
108048,train
108049,train
108050,train
108051,train
108052,train
108053,train
108054,valid
108055,train
108056,train
108057,train
108058,train
108059,train
108060,train
108061,valid
108062,train
108063,train
108064,train
108065,train
108066,train
108067,train
108068,train
108069,valid
108070,train
108071,train
108072,train
108073,train
108074,train
108075,train
108076,train
108077,valid
108078,train
108079,train
108080,train
108081,train
108082,train
108083,train
108084,train
108085,train
108086,train
108087,train
108088,train
108089,train
108090,train
108091,train
108092,valid
108093,train
108094,train
108095,train
108096,train
108097,train
108098,train
108099,train
108100,train
108101,train
108102,train
108103,train
108104,train
108105,train
108106,train
108107,valid
108108,train
108109,train
108110,train
108111,train
108112,train
108113,train
108114,valid
108115,train
108116,train
108117,train
108118,train
108119,valid
108120,train
108121,train
108122,train
108123,train
108124,train
108125,train
108126,train
108127,train
108128,valid
108129,train
108130,train
108131,train
108132,train
108133,train
108134,valid
108135,train
108136,train
108137,train
108138,train
108139,train
108140,train
108141,train
108142,train
108143,train
108144,train
108145,train
108146,train
108147,train
108148,train
108149,valid
108150,train
108151,valid
108152,train
108153,train
108154,train
108155,train
108156,train
108157,train
108158,train
108159,train
108160,valid
108161,valid
108162,train
108163,train
108164,train
108165,train
108166,valid
108167,train
108168,train
108169,train
108170,train
108171,train
108172,train
108173,train
108174,train
108175,train
108176,train
108177,train
108178,train
108179,valid
108180,train
108181,train
108182,valid
108183,train
108184,train
108185,train
108186,train
108187,train
108188,train
108189,train
108190,train
108191,train
108192,train
108193,train
108194,train
108195,train
108196,train
108197,train
108198,train
108199,train
108200,train
108201,train
108202,train
108203,train
108204,train
108205,train
108206,train
108207,train
108208,train
108209,train
108210,train
108211,train
108212,train
108213,train
108214,train
108215,train
108216,train
108217,valid
108218,train
108219,train
108220,train
108221,train
108222,train
108223,train
108224,train
108225,train
108226,train
108227,train
108228,train
108229,train
108230,train
108231,train
108232,train
108233,train
108234,train
108235,valid
108236,train
108237,train
108238,train
108239,train
108240,train
108241,train
108242,train
108243,train
108244,train
108245,train
108246,train
108247,train
108248,train
108249,train
108250,train
108251,train
108252,train
108253,train
108254,train
108255,train
108256,train
108257,train
108258,train
108259,train
108260,train
108261,train
108262,train
108263,train
108264,train
108265,train
108266,train
108267,train
108268,train
108269,train
108270,train
108271,train
108272,train
108273,train
108274,train
108275,valid
108276,train
108277,train
108278,train
108279,valid
108280,train
108281,train
108282,valid
108283,train
108284,valid
108285,train
108286,train
108287,train
108288,train
108289,train
108290,train
108291,train
108292,train
108293,train
108294,train
108295,train
108296,train
108297,valid
108298,train
108299,train
108300,train
108301,train
108302,train
108303,train
108304,valid
108305,train
108306,train
108307,train
108308,train
108309,valid
108310,train
108311,train
108312,train
108313,train
108314,train
108315,train
108316,train
108317,train
108318,train
108319,train
108320,train
108321,train
108322,train
108323,train
108324,train
108325,train
108326,train
108327,train
108328,train
108329,valid
108330,valid
108331,train
108332,train
108333,train
108334,train
108335,train
108336,train
108337,valid
108338,train
108339,valid
108340,train
108341,train
108342,train
108343,train
108344,train
108345,train
108346,valid
108347,train
108348,train
108349,train
108350,train
108351,train
108352,train
108353,train
108354,train
108355,train
108356,train
108357,train
108358,train
108359,train
108360,train
108361,train
108362,train
108363,train
108364,train
108365,train
108366,train
108367,train
108368,train
108369,train
108370,train
108371,train
108372,train
108373,train
108374,train
108375,train
108376,valid
108377,train
108378,train
108379,train
108380,train
108381,train
108382,train
108383,train
108384,train
108385,train
108386,train
108387,train
108388,train
108389,train
108390,valid
108391,train
108392,train
108393,train
108394,train
108395,train
108396,train
108397,train
108398,train
108399,train
108400,train
108401,train
108402,train
108403,train
108404,train
108405,train
108406,train
108407,train
108408,train
108409,train
108410,valid
108411,train
108412,train
108413,train
108414,train
108415,valid
108416,train
108417,train
108418,train
108419,train
108420,train
108421,train
108422,valid
108423,train
108424,train
108425,train
108426,train
108427,train
108428,train
108429,train
108430,train
108431,train
108432,train
108433,train
108434,train
108435,valid
108436,train
108437,train
108438,train
108439,train
108440,train
108441,train
108442,train
108443,train
108444,train
108445,train
108446,train
108447,train
108448,train
108449,train
108450,train
108451,train
108452,train
108453,train
108454,train
108455,train
108456,train
108457,train
108458,train
108459,train
108460,train
108461,train
108462,valid
108463,train
108464,train
108465,train
108466,train
108467,train
108468,train
108469,train
108470,train
108471,train
108472,train
108473,train
108474,train
108475,train
108476,train
108477,train
108478,train
108479,train
108480,train
108481,train
108482,train
108483,train
108484,train
108485,train
108486,train
108487,train
108488,train
108489,train
108490,train
108491,train
108492,train
108493,train
108494,train
108495,train
108496,valid
108497,train
108498,train
108499,valid
108500,train
108501,train
108502,train
108503,train
108504,train
108505,train
108506,train
108507,train
108508,train
108509,train
108510,train
108511,train
108512,train
108513,train
108514,train
108515,train
108516,train
108517,train
108518,train
108519,train
108520,train
108521,valid
108522,train
108523,train
108524,train
108525,train
108526,train
108527,valid
108528,train
108529,train
108530,train
108531,train
108532,train
108533,train
108534,train
108535,train
108536,train
108537,train
108538,train
108539,train
108540,train
108541,train
108542,train
108543,train
108544,train
108545,valid
108546,train
108547,valid
108548,train
108549,train
108550,train
108551,train
108552,train
108553,train
108554,train
108555,train
108556,train
108557,train
108558,train
108559,valid
108560,train
108561,train
108562,train
108563,train
108564,train
108565,valid
108566,valid
108567,train
108568,train
108569,train
108570,train
108571,train
108572,train
108573,train
108574,train
108575,train
108576,train
108577,valid
108578,train
108579,train
108580,train
108581,train
108582,train
108583,valid
108584,train
108585,train
108586,train
108587,train
108588,train
108589,train
108590,train
108591,train
108592,train
108593,train
108594,train
108595,valid
108596,train
108597,train
108598,train
108599,valid
108600,train
108601,train
108602,train
108603,train
108604,train
108605,valid
108606,train
108607,train
108608,train
108609,train
108610,train
108611,train
108612,train
108613,train
108614,train
108615,train
108616,valid
108617,train
108618,train
108619,train
108620,train
108621,train
108622,train
108623,train
108624,train
108625,train
108626,train
108627,train
108628,train
108629,train
108630,train
108631,train
108632,train
108633,train
108634,valid
108635,train
108636,valid
108637,train
108638,train
108639,train
108640,train
108641,train
108642,train
108643,train
108644,train
108645,valid
108646,train
108647,valid
108648,train
108649,train
108650,train
108651,train
108652,train
108653,train
108654,train
108655,train
108656,train
108657,train
108658,train
108659,valid
108660,train
108661,train
108662,train
108663,train
108664,train
108665,train
108666,train
108667,train
108668,train
108669,train
108670,train
108671,train
108672,valid
108673,train
108674,train
108675,train
108676,train
108677,train
108678,train
108679,train
108680,train
108681,train
108682,train
108683,train
108684,train
108685,train
108686,valid
108687,train
108688,train
108689,train
108690,train
108691,train
108692,train
108693,train
108694,train
108695,train
108696,train
108697,valid
108698,train
108699,train
108700,train
108701,train
108702,train
108703,train
108704,train
108705,train
108706,train
108707,train
108708,valid
108709,train
108710,train
108711,train
108712,valid
108713,train
108714,train
108715,valid
108716,train
108717,train
108718,train
108719,train
108720,train
108721,train
108722,train
108723,train
108724,valid
108725,valid
108726,train
108727,train
108728,train
108729,train
108730,train
108731,train
108732,train
108733,train
108734,train
108735,train
108736,train
108737,train
108738,train
108739,train
108740,train
108741,train
108742,train
108743,train
108744,train
108745,train
108746,train
108747,train
108748,train
108749,train
108750,train
108751,train
108752,train
108753,train
108754,train
108755,valid
108756,train
108757,train
108758,train
108759,train
108760,train
108761,train
108762,train
108763,train
108764,train
108765,train
108766,train
108767,train
108768,train
108769,train
108770,train
108771,train
108772,train
108773,train
108774,train
108775,train
108776,train
108777,train
108778,train
108779,valid
108780,train
108781,train
108782,train
108783,train
108784,train
108785,train
108786,train
108787,train
108788,train
108789,train
108790,train
108791,train
108792,train
108793,train
108794,train
108795,valid
108796,train
108797,train
108798,train
108799,train
108800,valid
108801,train
108802,train
108803,train
108804,train
108805,train
108806,train
108807,train
108808,train
108809,valid
108810,train
108811,train
108812,train
108813,train
108814,train
108815,train
108816,train
108817,train
108818,train
108819,train
108820,train
108821,train
108822,train
108823,train
108824,train
108825,train
108826,train
108827,train
108828,train
108829,train
108830,train
108831,train
108832,valid
108833,train
108834,valid
108835,train
108836,train
108837,train
108838,train
108839,train
108840,train
108841,train
108842,valid
108843,train
108844,train
108845,train
108846,train
108847,train
108848,train
108849,train
108850,train
108851,train
108852,valid
108853,train
108854,train
108855,valid
108856,valid
108857,train
108858,train
108859,train
108860,train
108861,train
108862,train
108863,train
108864,train
108865,train
108866,train
108867,train
108868,train
108869,valid
108870,train
108871,train
108872,train
108873,train
108874,train
108875,train
108876,train
108877,train
108878,train
108879,valid
108880,train
108881,train
108882,train
108883,train
108884,train
108885,train
108886,train
108887,train
108888,train
108889,train
108890,train
108891,train
108892,train
108893,train
108894,train
108895,train
108896,train
108897,valid
108898,train
108899,train
108900,train
108901,train
108902,train
108903,train
108904,train
108905,train
108906,train
108907,train
108908,train
108909,train
108910,train
108911,valid
108912,train
108913,valid
108914,train
108915,train
108916,train
108917,train
108918,valid
108919,train
108920,train
108921,train
108922,train
108923,train
108924,train
108925,train
108926,train
108927,train
108928,valid
108929,train
108930,train
108931,train
108932,train
108933,train
108934,train
108935,train
108936,train
108937,train
108938,train
108939,train
108940,train
108941,train
108942,train
108943,train
108944,train
108945,train
108946,train
108947,train
108948,train
108949,train
108950,valid
108951,train
108952,train
108953,train
108954,valid
108955,train
108956,valid
108957,train
108958,train
108959,train
108960,train
108961,valid
108962,train
108963,train
108964,valid
108965,train
108966,train
108967,train
108968,train
108969,train
108970,train
108971,train
108972,train
108973,train
108974,train
108975,valid
108976,train
108977,train
108978,train
108979,train
108980,train
108981,train
108982,train
108983,train
108984,train
108985,train
108986,valid
108987,train
108988,train
108989,train
108990,train
108991,train
108992,train
108993,train
108994,train
108995,train
108996,train
108997,train
108998,train
108999,train
109000,train
109001,train
109002,train
109003,train
109004,train
109005,train
109006,train
109007,train
109008,valid
109009,train
109010,train
109011,valid
109012,train
109013,train
109014,train
109015,train
109016,train
109017,train
109018,train
109019,train
109020,train
109021,train
109022,train
109023,train
109024,train
109025,train
109026,train
109027,valid
109028,train
109029,train
109030,train
109031,train
109032,train
109033,train
109034,train
109035,valid
109036,train
109037,train
109038,train
109039,train
109040,train
109041,train
109042,train
109043,train
109044,train
109045,train
109046,train
109047,train
109048,train
109049,train
109050,train
109051,train
109052,train
109053,train
109054,train
109055,train
109056,train
109057,train
109058,train
109059,train
109060,train
109061,train
109062,train
109063,train
109064,train
109065,train
109066,train
109067,train
109068,train
109069,train
109070,train
109071,train
109072,train
109073,train
109074,train
109075,valid
109076,train
109077,train
109078,train
109079,train
109080,train
109081,train
109082,train
109083,train
109084,train
109085,train
109086,train
109087,train
109088,train
109089,train
109090,train
109091,valid
109092,train
109093,train
109094,valid
109095,train
109096,train
109097,valid
109098,train
109099,valid
109100,valid
109101,train
109102,train
109103,train
109104,train
109105,train
109106,train
109107,train
109108,train
109109,train
109110,train
109111,train
109112,train
109113,valid
109114,train
109115,train
109116,train
109117,train
109118,train
109119,train
109120,train
109121,valid
109122,train
109123,valid
109124,train
109125,valid
109126,train
109127,train
109128,train
109129,train
109130,train
109131,train
109132,train
109133,train
109134,train
109135,train
109136,valid
109137,train
109138,train
109139,valid
109140,train
109141,train
109142,train
109143,train
109144,train
109145,valid
109146,valid
109147,train
109148,train
109149,train
109150,train
109151,train
109152,train
109153,train
109154,train
109155,train
109156,train
109157,train
109158,train
109159,valid
109160,train
109161,train
109162,train
109163,train
109164,train
109165,train
109166,valid
109167,train
109168,train
109169,train
109170,train
109171,train
109172,train
109173,train
109174,train
109175,train
109176,train
109177,train
109178,train
109179,train
109180,train
109181,train
109182,train
109183,train
109184,train
109185,train
109186,train
109187,train
109188,train
109189,train
109190,train
109191,train
109192,train
109193,train
109194,train
109195,train
109196,train
109197,train
109198,train
109199,train
109200,train
109201,train
109202,valid
109203,train
109204,train
109205,train
109206,train
109207,valid
109208,train
109209,train
109210,valid
109211,train
109212,train
109213,train
109214,train
109215,train
109216,train
109217,valid
109218,valid
109219,train
109220,train
109221,train
109222,train
109223,train
109224,train
109225,train
109226,train
109227,train
109228,train
109229,train
109230,train
109231,train
109232,valid
109233,train
109234,train
109235,valid
109236,train
109237,train
109238,train
109239,train
109240,train
109241,train
109242,valid
109243,valid
109244,train
109245,train
109246,train
109247,train
109248,train
